,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
11716,0.0,27,Philippines,ThaiLeague,SuphanburiFC,7,21,SecondStriker,100000.0,51.0,20.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10152,0.0,25,Japan,J2League,FCRyukyu,0,0,AttackingMidfield,100000.0,14.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9856,0.0,25,Australia,A0League,SydneyFC,0,5,CentralMidfield,800000.0,3.0,11.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6854,0.0,41,Venezuela,TorneoApertura,Metropolitanos,3,93,LeftMidfield,25000.0,2.0,8.0,0.0,4.0,0.0,1.0,7.0,6.0,0.0,6.0,0.0,2.0,1.0,5.0,0.0,4.0,0.0
2395,0.0,23,Ukraine,PremierLiga,ArsenalKyiv,0,1,Goalkeeper,100000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12495,0.0,28,Japan,J1League,VegaltaSendai,0,0,RightMidfield,950000.0,4.0,16.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9309,0.0,22,Brazil,SérieA,ECBahia,0,0,CentralMidfield,2000000.0,3.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2178,0.0,34,Montenegro,SuperLiga,Mladost,0,4,DefensiveMidfield,200000.0,26.0,18.0,1.0,59.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8572,0.0,34,Colombia,LigaÁguilaI,JuniorFC,0,0,DefensiveMidfield,500000.0,6.0,2.0,1.0,43.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
12605,0.0,20,Japan,J1League,SaganTosu,0,0,CentralMidfield,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,0.0,24,TheGambia,1.HNL,HajdukSplit,0,13,CentralMidfield,1500000.0,24.0,15.0,0.0,41.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,0.0,20,Netherlands,Eredivisie,DeGraafschap,0,0,RightWinger,300000.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,0.0,21,Ukraine,PremierLiga,Karpaty,0,0,DefensiveMidfield,300000.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3705,0.0,27,Sweden,PremierLiga,Krasnodar,4,32,AttackingMidfield,14000000.0,73.0,60.0,0.0,28.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0
2493,1.0,24,Switzerland,SuperLeague,FCLuzern,0,1,Goalkeeper,650000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12186,0.0,33,China,SuperLeague,TJTianhai,2,87,DefensiveMidfield,250000.0,16.0,12.0,1.0,49.0,1.0,4.0,2.0,2.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0
7062,0.0,33,Mexico,AscensoMXClausura,Zacatepec,0,0,LeftWinger,100000.0,16.0,3.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9618,0.0,28,"Korea,South",KLeague2,BusanIPark,0,0,CentralMidfield,325000.0,3.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,0.0,28,Spain,LaLiga,CDLeganés,0,1,CentralMidfield,1500000.0,11.0,14.0,0.0,62.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9134,1.0,32,Chile,PrimeraDivisión,RacingClub,1,61,DefensiveMidfield,2000000.0,25.0,21.0,1.0,51.0,2.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,5.0,2.0,0.0,6.0,2.0
6749,0.0,18,Venezuela,TorneoApertura,LlanerosEF,0,0,AttackingMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,37.0,32,Germany,Bundesliga,BayernMunich,0,84,Goalkeeper,22000000.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
11624,0.0,39,Iran,StarsLeague,AlArabi,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1840,0.0,28,Macedonia,SuperLiga,Radnik,0,0,LeftWinger,250000.0,36.0,11.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,0.0,33,Denmark,Superligaen,VendsysselFF,0,4,Goalkeeper,100000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
2041,0.0,30,Albania,Liga1,AstraGiurgiu,0,6,LeftWinger,1000000.0,37.0,21.0,0.0,24.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11323,0.0,22,Iran,PersianGulfProLeague,SanatNaft,0,0,CentralMidfield,100000.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,0.0,22,Bulgaria,ParvaLiga,BotevPlovdiv,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,0.0,28,Bulgaria,ParvaLiga,FKDunav,0,8,AttackingMidfield,300000.0,16.0,10.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,0.0,27,UnitedStates,KLeague2,SuwonFC,0,0,RightMidfield,300000.0,19.0,12.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2942,0.0,25,Netherlands,SüperLig,Akhisarspor,0,3,LeftWinger,1000000.0,45.0,16.0,0.0,19.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
10069,0.0,27,Brazil,J2League,KyotoSanga,0,0,AttackingMidfield,300000.0,8.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,0.0,35,Argentina,Liga1,CFRCluj,0,0,CentralMidfield,700000.0,36.0,50.0,0.0,97.0,8.0,2.0,3.0,4.0,0.0,11.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0
8006,0.0,32,Brazil,SérieB,BotafogoFC,0,0,AttackingMidfield,250000.0,16.0,12.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,0.0,25,Germany,Bundesliga,TSGHoffenheim,1,2,CentralMidfield,20000000.0,50.0,36.0,0.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
12548,0.0,31,Japan,J1League,ShimizuS0Pulse,0,0,RightWinger,400000.0,17.0,9.0,0.0,10.0,0.0,1.0,5.0,6.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
503,0.0,24,Germany,Bundesliga,SCFreiburg,0,0,LeftWinger,500000.0,21.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,0.0,26,France,Ligue1,SCOAngers,0,6,Goalkeeper,900000.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
416,0.0,23,Israel,Ligatha'Al,HapoelHaifa,0,0,Midfielder,150000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12029,0.0,29,Belgium,UAEGulfLeague,Al0WahdaFC,0,1,AttackingMidfield,850000.0,7.0,13.0,0.0,30.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8265,0.0,24,UnitedStates,LigaMXClausura,ClubTijuana,0,0,DefensiveMidfield,500000.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3804,0.0,23,Portugal,LigaNOS,VitóriaSetúbal,0,0,RightMidfield,600000.0,7.0,7.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10753,0.0,32,Slovakia,I0League,ChennaiCity,0,0,Forward,50000.0,43.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,0.0,27,Spain,LaLiga,RealValladolid,0,0,CentralMidfield,10000000.0,32.0,3.0,0.0,56.0,4.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5088,0.0,27,SouthAfrica,ABSAPremiership,BlackLeopards,0,0,CentralMidfield,250000.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5177,0.0,27,Namibia,ABSAPremiership,KaizerChiefs,0,17,Goalkeeper,350000.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10962,0.0,28,Indonesia,Liga1,PersibBandung,0,1,CentralMidfield,75000.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8087,0.0,21,Mexico,LigaMXClausura,PueblaFC,0,0,Midfielder,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11621,0.0,35,Qatar,StarsLeague,AlArabi,3,20,Defender,50000.0,4.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11352,0.0,25,Iran,PersianGulfProLeague,Paykan,1,10,AttackingMidfield,300000.0,19.0,13.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8648,5.0,32,Poland,MLS,Cincinnati,0,14,Goalkeeper,600000.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,3.0
10433,0.0,31,China,LeagueOne,BJEnterprises,0,0,LeftWinger,75000.0,16.0,30.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8038,0.0,24,Chile,LigaMXClausura,Lobos,0,5,AttackingMidfield,1200000.0,12.0,23.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8496,1.0,30,Colombia,LigaÁguilaI,A.Bucaramanga,0,1,DefensiveMidfield,800000.0,12.0,8.0,0.0,47.0,2.0,1.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0
9674,0.0,28,Iran,AzadeganLeague,ArvandKh,0,0,AttackingMidfield,50000.0,9.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7724,0.0,27,Uruguay,PrimeraDivisión,RacingClub,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
6570,0.0,27,Algeria,LigueProfessionnelle1,ESSétif,0,1,AttackingMidfield,500000.0,29.0,26.0,0.0,16.0,0.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8035,0.0,22,Mexico,LigaMXClausura,Lobos,1,7,LeftWinger,500000.0,5.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11385,0.0,28,Iran,PersianGulfProLeague,Foolad,0,0,LeftWinger,600000.0,27.0,17.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
10612,0.0,31,Lebanon,PremierLeague,Zgharta,0,0,Midfielder,100000.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10695,0.0,27,Fiji,PremierLeague,NadiFA,0,0,Midfielder,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,0.0,23,Romania,Liga1,DinamoBukarest,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2386,0.0,36,Ukraine,PremierLiga,OlimpikDonetsk,1,29,CentralMidfield,50000.0,49.0,13.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0
10143,0.0,18,Japan,J2League,Zweig.Kanazawa,0,0,Defender,75000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11555,0.0,26,Tunisia,StarsLeague,Al0Khor,0,1,DefensiveMidfield,500000.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,0.0,25,Portugal,LigaNOS,Nacional,0,9,AttackingMidfield,550000.0,2.0,7.0,0.0,24.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10711,0.0,31,Fiji,PremierLeague,LabasaFC,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8149,0.0,22,Mexico,LigaMXClausura,QuerétaroFC,0,0,RightWinger,400000.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,0.0,25,Serbia,SuperLiga,Zemun,0,0,LeftWinger,150000.0,5.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5382,0.0,22,Japan,J2League,MitoHollyHock,0,0,Defender,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,0.0,20,Croatia,1.HNL,HNKGorica,0,6,CentralMidfield,150000.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,0.0,16,NewZealand,NewZealandPremiership,W.PhoenixRes.,0,3,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10284,0.0,26,Japan,J2League,TokyoVerdy,0,0,DefensiveMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12514,0.0,31,Morocco,ProfessionalLeague,Al0Nassr,4,50,LeftWinger,5000000.0,41.0,61.0,0.0,57.0,2.0,2.0,6.0,3.0,0.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0
627,12.0,28,Germany,Bundesliga,E.Frankfurt,0,3,Goalkeeper,10000000.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,26.0
1475,0.0,25,Sweden,Superligaen,BröndbyIF,0,2,LeftWinger,900000.0,33.0,29.0,0.0,28.0,0.0,1.0,9.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11719,0.0,22,Thailand,ThaiLeague,SuphanburiFC,0,0,CentralMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,0.0,23,Egypt,PremierLeague,ElDakhlia,0,0,LeftWinger,100000.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,0.0,33,CzechRepublic,FortunaLiga,ViktoriaPlzen,2,29,AttackingMidfield,700000.0,87.0,22.0,0.0,42.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,0.0,6.0,0.0
11484,0.0,35,Iran,PersianGulfProLeague,ZobAhan,0,10,CentralMidfield,150000.0,6.0,20.0,0.0,25.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0
5477,0.0,18,Japan,J2League,FagianoOkayama,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304,0.0,32,Brazil,HongKongPL,Kitchee,0,0,LeftWinger,350000.0,26.0,45.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8513,0.0,25,Colombia,MLS,OrlandoCitySC,0,0,CentralMidfield,700000.0,8.0,5.0,0.0,34.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8503,0.0,31,Colombia,LigaÁguilaI,Indep.SantaFe,0,0,RightWinger,800000.0,18.0,14.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1900,0.0,23,CzechRepublic,FortunaLiga,1.FKPribram,0,0,Midfielder,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3962,0.0,28,Brazil,LigaNOS,Feirense,0,0,Goalkeeper,900000.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7120,0.0,30,Mexico,AscensoMXClausura,TampicoMadero,0,0,CentralMidfield,500000.0,12.0,5.0,0.0,45.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,8.0,20,Poland,Ekstraklasa,WislaPlock,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
10041,0.0,21,Uzbekistan,Superliga,Pakhtakor,4,12,RightWinger,300000.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12434,0.0,24,Japan,J1League,H.C.Sapporo,0,0,LeftMidfield,450000.0,13.0,19.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10014,0.0,31,Japan,J2League,MitoHollyHock,0,0,CentralMidfield,350000.0,17.0,25.0,0.0,20.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,1.0,20,CapeVerde,LigaNOS,SportingCP,0,1,RightWinger,7000000.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0
10244,0.0,26,Japan,J2League,Reno.Yamaguchi,0,0,AttackingMidfield,350000.0,22.0,12.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,27,England,PremierLeague,CrystalPalace,3,13,RightWinger,15000000.0,33.0,48.0,0.0,21.0,0.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0
8976,0.0,24,Argentina,PrimeraDivisión,Unión(SF),0,0,Goalkeeper,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10139,0.0,27,Japan,J2League,Zweig.Kanazawa,0,0,AttackingMidfield,250000.0,14.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10455,0.0,30,Myanmar,NationalLeague,FCDagon,0,5,Forward,25000.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9778,0.0,30,Iran,AzadeganLeague,Malavan,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9975,0.0,33,Uzbekistan,Superliga,Qizilqum,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987,0.0,35,Brazil,SuperLeague,ApollonSmyrnis,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
8363,0.0,28,Colombia,LigaÁguilaI,DeportivoPasto,0,4,CentralMidfield,650000.0,1.0,2.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9626,0.0,27,"Korea,South",KLeague2,SuwonFC,0,1,AttackingMidfield,550000.0,21.0,17.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,28,Norway,PremierLeague,Fulham,2,45,DefensiveMidfield,4000000.0,12.0,12.0,3.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
1166,0.0,21,Croatia,1.HNL,HajdukSplit,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3512,0.0,33,Argentina,SuperLeague,AsterasTripoli,0,0,DefensiveMidfield,300000.0,22.0,8.0,1.0,82.0,5.0,1.0,4.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
3665,0.0,27,Switzerland,PremierLiga,Ural,1,9,LeftMidfield,1300000.0,69.0,41.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6057,0.0,25,Tunisia,LigueIPro,CSHammam0Lif,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11973,0.0,29,UnitedArabEmirates,UAEGulfLeague,DibbaFujairah,0,0,Defender,150000.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10645,0.0,31,Fiji,PremierLeague,SuvaFA,0,0,Defender,50000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5745,0.0,21,Chile,NewZealandPremiership,WaitakereUtd.,0,0,AttackingMidfield,75000.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,0.0,21,Romania,Liga1,FCHermannstadt,0,0,CentralMidfield,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9645,0.0,28,Iran,AzadeganLeague,GolreyhanFC,0,0,LeftWinger,100000.0,10.0,2.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5973,0.0,22,Egypt,PremierLeague,ElMakasa,0,0,DefensiveMidfield,250000.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,0.0,19,Kosovo,JupilerProLeague,KRCGenk,2,8,RightWinger,1500000.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7020,0.0,22,Venezuela,TorneoApertura,DeportivoLara,0,0,RightMidfield,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,0.0,21,Netherlands,Eredivisie,AFCAjax,0,5,CentralMidfield,60000000.0,20.0,22.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7971,0.0,21,Brazil,SérieB,ECVitória,0,0,RightWinger,200000.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8978,0.0,23,Uruguay,PrimeraDivisión,Estudiantes,0,0,RightMidfield,400000.0,15.0,9.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
8952,0.0,20,Argentina,PrimeraDivisión,Estudiantes,0,0,RightWinger,400000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10560,0.0,33,Fiji,PremierLeague,TavuaFC,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6596,0.0,21,Algeria,LigueProfessionnelle1,USMAlger,0,2,AttackingMidfield,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
