,price,yellow_card_champ,yellow_card_cup,goal_continent,assist_continent,yellow_card_continent,score_goal_cup,score_goal_champ,score_goals_selection,score_assist_cup,score_assist_champ,score_selections_nation
9168,800000.0,38.0,3.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,15.0,0.0
4623,2500000.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,29.0
879,500000.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1249,400000.0,17.0,2.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,21.0,0.0
3778,13000000.0,45.0,0.0,10.0,7.0,7.0,0.0,64.0,9.0,0.0,81.0,59.0
9053,2750000.0,4.0,1.0,1.0,0.0,0.0,3.0,17.0,0.0,0.0,11.0,0.0
2774,1000000.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,11.0
7914,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
6266,600000.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,0.0
2914,2000000.0,13.0,2.0,0.0,0.0,0.0,4.0,23.0,0.0,4.0,10.0,1.0
5131,1000000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
1137,600000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12351,500000.0,35.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,28.0,1.0
11663,300000.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,9.0,0.0
8876,600000.0,54.0,9.0,0.0,0.0,1.0,5.0,36.0,0.0,2.0,25.0,0.0
325,250000.0,22.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0
102,1500000.0,8.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,13.0,3.0
4550,65000000.0,48.0,6.0,9.0,12.0,12.0,9.0,83.0,15.0,10.0,82.0,102.0
7149,200000.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
939,10000000.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,14.0
9966,225000.0,11.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
7287,150000.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,12.0,0.0
926,5000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1500000.0,12.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0
4484,2000000.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3924,700000.0,11.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,9.0,7.0
2739,600000.0,19.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,7.0,13.0,0.0
3321,1500000.0,37.0,3.0,1.0,1.0,1.0,5.0,60.0,2.0,5.0,50.0,30.0
4672,12500000.0,7.0,0.0,4.0,0.0,0.0,0.0,39.0,1.0,0.0,27.0,24.0
1090,350000.0,73.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,14.0,1.0
2821,300000.0,25.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,24.0,4.0
4170,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,750000.0,62.0,1.0,0.0,0.0,3.0,3.0,21.0,0.0,0.0,18.0,2.0
4491,20000000.0,89.0,7.0,2.0,3.0,8.0,5.0,52.0,0.0,8.0,53.0,1.0
7740,125000.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
2874,250000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3475,750000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9016,200000.0,9.0,4.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,6.0,0.0
9282,400000.0,8.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
3759,7500000.0,31.0,0.0,3.0,1.0,8.0,0.0,37.0,1.0,0.0,21.0,23.0
10250,1000000.0,18.0,1.0,0.0,0.0,0.0,18.0,92.0,0.0,8.0,46.0,0.0
11574,600000.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,0.0
3250,2000000.0,18.0,2.0,0.0,0.0,0.0,13.0,34.0,0.0,12.0,22.0,7.0
3,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12266,100000.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
11277,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,900000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7552,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,300000.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,4.0,8.0
11738,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7451,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
10814,125000.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0
1908,250000.0,24.0,2.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,7.0,0.0
9075,4000000.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,12.0,0.0
3977,100000.0,45.0,6.0,0.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0
7384,400000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11466,600000.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,8.0,0.0
2132,400000.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,4.0,0.0
7780,150000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5853,1000000.0,104.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,16.0,14.0
212,7000000.0,48.0,6.0,0.0,0.0,0.0,1.0,27.0,0.0,2.0,20.0,41.0
7742,500000.0,20.0,3.0,0.0,0.0,0.0,2.0,20.0,0.0,4.0,4.0,0.0
35,500000.0,20.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,24.0
12623,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7823,250000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6348,200000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252,2000000.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8281,700000.0,15.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0
8476,400000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9597,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,3000000.0,67.0,1.0,6.0,6.0,4.0,2.0,64.0,9.0,4.0,36.0,42.0
12211,2000000.0,78.0,16.0,1.0,3.0,21.0,1.0,2.0,3.0,5.0,8.0,147.0
7619,125000.0,11.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,4.0
8480,400000.0,43.0,8.0,1.0,3.0,3.0,4.0,18.0,0.0,4.0,21.0,0.0
8197,1500000.0,25.0,0.0,2.0,3.0,3.0,0.0,30.0,0.0,0.0,36.0,2.0
5344,100000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12667,1100000.0,70.0,3.0,0.0,0.0,1.0,3.0,30.0,0.0,0.0,18.0,0.0
5208,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,500000.0,15.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0
9669,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8697,1250000.0,37.0,6.0,0.0,0.0,0.0,2.0,19.0,0.0,3.0,39.0,13.0
6923,275000.0,31.0,0.0,4.0,0.0,1.0,0.0,41.0,0.0,0.0,41.0,15.0
7602,125000.0,10.0,0.0,1.0,2.0,0.0,1.0,12.0,0.0,3.0,24.0,0.0
890,250000.0,27.0,5.0,1.0,1.0,3.0,11.0,76.0,7.0,2.0,33.0,35.0
8353,350000.0,8.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,0.0
9151,450000.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
4388,6000000.0,22.0,1.0,1.0,0.0,0.0,9.0,39.0,0.0,2.0,12.0,1.0
6865,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3025,500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
10749,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12150,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5927,250000.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
11492,500000.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0
5932,200000.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4824,150000.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0
742,500000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6912,125000.0,51.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,10.0,4.0
10153,250000.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,22.0,5.0
2413,300000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9099,275000.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
8947,750000.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10270,500000.0,39.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0
11335,600000.0,16.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,2.0,4.0,0.0
8867,450000.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0
635,15000000.0,42.0,0.0,1.0,2.0,11.0,0.0,27.0,4.0,0.0,30.0,19.0
4291,600000.0,69.0,3.0,0.0,0.0,0.0,6.0,69.0,0.0,1.0,36.0,2.0
3612,1000000.0,14.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,0.0,17.0,8.0
1398,350000.0,11.0,2.0,1.0,1.0,1.0,5.0,19.0,0.0,1.0,16.0,13.0
6716,50000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
511,4000000.0,76.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,17.0,2.0
2279,1000000.0,24.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0
10306,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8438,900000.0,10.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,6.0,0.0
3978,50000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7282,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5182,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8794,750000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173,250000.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
8583,500000.0,20.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,13.0,1.0
7208,700000.0,44.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,5.0,5.0
9544,300000.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,5.0
2852,4000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6673,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,750000.0,17.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,17.0,1.0
2191,275000.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
4655,300000.0,4.0,1.0,1.0,2.0,2.0,0.0,5.0,18.0,0.0,2.0,37.0
2631,400000.0,26.0,0.0,1.0,2.0,1.0,0.0,17.0,0.0,0.0,48.0,0.0
9471,2500000.0,42.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,4.0,3.0,0.0
1062,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9254,6000000.0,11.0,3.0,2.0,1.0,2.0,2.0,19.0,2.0,4.0,14.0,7.0
1527,200000.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,9.0
308,450000.0,27.0,2.0,0.0,0.0,0.0,3.0,31.0,0.0,2.0,11.0,1.0
11188,75000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,1000000.0,36.0,3.0,2.0,0.0,4.0,0.0,21.0,0.0,0.0,8.0,11.0
4342,2500000.0,14.0,1.0,1.0,1.0,1.0,4.0,49.0,4.0,0.0,17.0,25.0
8747,250000.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0
7180,1000000.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0
198,5000000.0,21.0,0.0,0.0,0.0,0.0,11.0,62.0,9.0,2.0,53.0,19.0
5211,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4069,1250000.0,21.0,3.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,12.0,1.0
6139,450000.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
9634,250000.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0
3539,400000.0,35.0,7.0,0.0,0.0,0.0,1.0,27.0,4.0,2.0,35.0,13.0
5,150000.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0
2181,650000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10969,300000.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,16.0,5.0
4842,400000.0,32.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,5.0
807,1000000.0,15.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,17.0
9028,200000.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1602,1500000.0,26.0,2.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,20.0,5.0
1257,125000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
8875,1750000.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
498,800000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
12440,200000.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0
9642,100000.0,22.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,9.0,1.0
9013,600000.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
2551,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,150000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9393,1250000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7713,175000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
3845,50000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6591,350000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9117,400000.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
12275,100000.0,15.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0
3144,7000000.0,58.0,6.0,2.0,3.0,4.0,6.0,54.0,0.0,7.0,53.0,4.0
10770,175000.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0
8327,2000000.0,7.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,3.0
3400,300000.0,19.0,2.0,0.0,0.0,0.0,2.0,15.0,1.0,2.0,34.0,10.0
6600,800000.0,34.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0
4174,350000.0,12.0,1.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,6.0,1.0
8992,1750000.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3420,7500000.0,14.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,8.0,5.0
7038,275000.0,0.0,3.0,1.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,6.0
10963,150000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
9904,300000.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7904,200000.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0
3904,200000.0,31.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,5.0,4.0
686,18000000.0,27.0,0.0,1.0,1.0,4.0,0.0,18.0,2.0,0.0,36.0,15.0
8275,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1687,50000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,500000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8364,800000.0,11.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,12.0,0.0
512,125000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1262,200000.0,30.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
1025,14000000.0,29.0,2.0,8.0,1.0,5.0,8.0,30.0,3.0,2.0,16.0,8.0
6206,600000.0,15.0,1.0,0.0,0.0,1.0,1.0,27.0,21.0,1.0,18.0,57.0
1360,250000.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
2643,500000.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,8.0,7.0
6050,250000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2843,400000.0,31.0,0.0,0.0,8.0,9.0,0.0,27.0,0.0,0.0,53.0,41.0
9114,450000.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9291,500000.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0
1244,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5274,300000.0,17.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,31.0,0.0
2624,150000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
10345,300000.0,2.0,2.0,0.0,0.0,0.0,3.0,13.0,0.0,6.0,16.0,0.0
3790,1250000.0,17.0,1.0,0.0,0.0,3.0,1.0,13.0,0.0,1.0,8.0,4.0
4183,750000.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0
10696,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12557,800000.0,12.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
11912,25000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12258,200000.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0
8139,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,1.0
3237,1250000.0,36.0,3.0,0.0,0.0,1.0,2.0,36.0,13.0,1.0,24.0,28.0
3479,150000.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
5458,450000.0,22.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,11.0,0.0
6734,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9754,150000.0,8.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0
12630,600000.0,18.0,3.0,1.0,0.0,0.0,6.0,51.0,0.0,1.0,40.0,0.0
3605,25000.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,32.0,0.0
12045,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,400000.0,21.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,5.0
5698,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1271,250000.0,30.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,9.0,0.0
2348,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,400000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9906,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8825,1000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,1000000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12456,750000.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0
7782,450000.0,20.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,5.0,0.0
3597,1000000.0,49.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,31.0,0.0
8012,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8048,350000.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0
2397,250000.0,17.0,1.0,0.0,0.0,0.0,5.0,37.0,0.0,1.0,28.0,0.0
11169,125000.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,7.0
6942,250000.0,1.0,9.0,0.0,3.0,1.0,25.0,0.0,0.0,12.0,0.0,1.0
3408,300000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4789,50000000.0,43.0,3.0,0.0,3.0,3.0,2.0,9.0,0.0,3.0,30.0,1.0
8545,150000.0,35.0,2.0,8.0,10.0,3.0,4.0,44.0,0.0,4.0,45.0,0.0
2773,700000.0,45.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,1.0
9054,200000.0,28.0,1.0,1.0,0.0,3.0,1.0,17.0,0.0,4.0,26.0,2.0
64,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,300000.0,27.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,3.0,25.0,5.0
5005,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,24.0
3650,600000.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
6820,75000.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,4.0
3575,1000000.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,6.0,0.0,25.0,40.0
11748,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
8430,400000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5985,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10161,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200,2750000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,2000000.0,35.0,2.0,0.0,0.0,1.0,5.0,33.0,0.0,5.0,40.0,0.0
11408,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11205,175000.0,46.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0
9221,500000.0,9.0,3.0,0.0,2.0,4.0,5.0,15.0,0.0,1.0,10.0,0.0
8546,150000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
4587,7000000.0,39.0,7.0,0.0,0.0,0.0,6.0,29.0,0.0,2.0,30.0,0.0
8590,900000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7192,800000.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
7405,150000.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
4002,2500000.0,49.0,8.0,15.0,8.0,3.0,17.0,104.0,1.0,9.0,45.0,4.0
8823,4000000.0,27.0,1.0,9.0,10.0,3.0,7.0,42.0,4.0,1.0,55.0,54.0
1897,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11334,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,350000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10039,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,4000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
10613,175000.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
12556,350000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
11825,350000.0,55.0,1.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,39.0,1.0
2922,400000.0,68.0,3.0,0.0,0.0,0.0,2.0,26.0,1.0,3.0,12.0,1.0
846,4000000.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0
